,g_loss,d_loss
0,2.9223999977111816,0.2913011908531189
1,1.867035150527954,0.2724187672138214
2,2.280566930770874,0.34845706820487976
3,3.021122455596924,0.30672144889831543
4,2.3870644569396973,0.33217933773994446
5,2.3143646717071533,0.2850015163421631
6,2.47428560256958,0.348512202501297
7,2.634697914123535,0.30713242292404175
8,6.140769958496094,0.4059033989906311
9,2.9238264560699463,0.4932791292667389
10,3.218827724456787,0.46094509959220886
11,2.403602123260498,0.35284334421157837
12,2.291571617126465,0.3011157512664795
13,3.1938600540161133,0.323520302772522
14,3.673496723175049,0.3049045205116272
15,2.3435840606689453,0.2914751172065735
16,3.1449055671691895,0.2877027690410614
17,2.308673858642578,0.29123666882514954
18,2.113104820251465,0.30924785137176514
19,2.421109437942505,0.30273956060409546
20,3.6415467262268066,0.2984030246734619
21,1.914344310760498,0.3023461401462555
22,2.0657262802124023,0.2916198670864105
23,1.8089993000030518,0.28913843631744385
24,1.666301965713501,0.2876625955104828
25,2.2475054264068604,0.2862131595611572
26,2.4651882648468018,0.2767140865325928
27,2.945648193359375,0.2785901129245758
28,1.8897912502288818,0.27808183431625366
29,1.6896926164627075,0.28324195742607117
30,1.1233561038970947,0.27720552682876587
31,2.4535751342773438,0.27371951937675476
32,1.6701674461364746,0.26457545161247253
33,1.9859471321105957,0.285015732049942
34,1.882477045059204,0.283149391412735
35,1.3211601972579956,0.28098413348197937
36,2.1369659900665283,0.2845781743526459
37,1.9949003458023071,0.2814501225948334
38,1.9850648641586304,0.2569998502731323
39,2.2008581161499023,0.2670486867427826
40,2.412781000137329,0.2628740668296814
41,1.3744351863861084,0.27612194418907166
42,2.0939548015594482,0.27355730533599854
43,1.711439847946167,0.2604635953903198
44,2.2052974700927734,0.26757702231407166
45,2.4691760540008545,0.27427050471305847
46,1.7630445957183838,0.2779727876186371
47,1.7609784603118896,0.2729809582233429
48,1.7520946264266968,0.2658517062664032
49,1.4853951930999756,0.28352832794189453
50,0.7254983186721802,0.5611264109611511
51,0.7397465705871582,0.42239153385162354
52,0.9772911071777344,0.37644273042678833
53,0.909217894077301,0.35098743438720703
54,1.205715537071228,0.3409103453159332
55,1.1748008728027344,0.34094834327697754
56,0.9319311380386353,0.3099919259548187
57,1.3803743124008179,0.30910709500312805
58,1.3859806060791016,0.29730305075645447
59,1.5400769710540771,0.3018089234828949
60,2.0352394580841064,0.2749226689338684
61,2.0919349193573,0.2878355085849762
62,1.6986885070800781,0.2694106698036194
63,2.1163439750671387,0.26871833205223083
64,2.049304485321045,0.3077099621295929
65,1.8188523054122925,0.2967759072780609
66,1.5373722314834595,0.28776419162750244
67,1.9711496829986572,0.2662609815597534
68,1.9967530965805054,0.2871573865413666
69,2.271770477294922,0.28499919176101685
70,1.697547197341919,0.2771057188510895
71,1.8868656158447266,0.2908843755722046
72,1.342937707901001,0.2793937027454376
73,1.6095329523086548,0.2735934853553772
74,2.0410637855529785,0.27758869528770447
75,1.700652837753296,0.27025917172431946
76,1.4959437847137451,0.2879769802093506
77,1.5361474752426147,0.29072123765945435
78,1.527010202407837,0.28454652428627014
79,1.432046890258789,0.2742330729961395
80,1.830601453781128,0.2698923349380493
81,1.5594310760498047,0.2782905697822571
82,1.8185514211654663,0.27423787117004395
83,2.121321201324463,0.26018452644348145
84,2.2655248641967773,0.26574429869651794
85,1.7944806814193726,0.28469061851501465
86,1.8461906909942627,0.26065486669540405
87,1.5079423189163208,0.27698373794555664
88,1.682748794555664,0.27532535791397095
89,1.8248392343521118,0.2708395719528198
90,2.0940663814544678,0.2620396912097931
91,1.9422430992126465,0.2707221508026123
92,1.881514310836792,0.26941144466400146
93,1.467024326324463,0.28593868017196655
94,1.5416287183761597,0.2674897611141205
95,2.051177740097046,0.26506856083869934
96,1.3965258598327637,0.285065621137619
97,1.9364392757415771,0.2798520028591156
98,2.078519582748413,0.2640382647514343
99,1.5858280658721924,0.2636176347732544
